function,QP::QActiveDummy::init,num_instance_data_members_referenced,1,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_instance_data_members_written,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_jump_stmts,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_labels,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_lines,13,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_loops,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_monocarpic_do_stmts,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_mutable_instance_data_members_read,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_mutable_instance_data_members_written,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_non_static_calls_non_this,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_non_static_local_vars,1,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_non_term_cond_loops,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_parameters,2,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_parameters_with_default_args,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_return_stmts,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_selection_stmts,1,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_static_local_vars,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_stmts,12,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_switch_stmts,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_switch_stmts_without_default,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_throw_exprs,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_try_stmts,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,num_while_stmts,0,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,avg_scope_nesting_depth,1,..\..\src\qs\qutest.cpp:188:20
function,QP::QActiveDummy::init,cyclomatic_complexity,1,..\..\src\qs\qutest.cpp:188:20
function,QP::QActiveDummy::init,halstead_bugs,0.022,..\..\src\qs\qutest.cpp:188:20
